Show,Week,Theater,This Week Gross,Potential Gross,Diff $,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,Performances,Previews,% Cap,Diff % cap,Genre,Number of Awards,Awards,Season,Month
Floyd Collins,2025-04-13,Vivian Beaumont Theater,"$487,254.00",,"-$22,477.00",$77.72,$277.00,"6,269","1,057",0,8,74.14%,-6.40%,Revival,14,1,Spring,4
Death Becomes Her,2025-04-13,Lunt-Fontanne Theatre,"$1,109,717.40",,"$22,929.05",$102.30,$275.00,"10,848","1,491",8,0,90.95%,-1.60%,Musical,33,1,Spring,4
Dead Outlaw,2025-04-13,Longacre Theatre,"$106,438.30",,$0.00,$101.56,$297.00,"1,048","1,048",0,1,100.00%,0.00%,One Act,9,1,Spring,4
Chicago,2025-04-13,Ambassador Theatre,"$628,606.85",,"$35,427.54",$99.99,$237.00,"6,287","1,080",8,0,72.77%,3.08%,Revival,25,1,Spring,4
Cabaret,2025-04-13,August Wilson Theatre,"$846,633.40",,"-$176,907.20",$109.27,$0.00,"7,748","1,070",8,0,90.51%,2.69%,Revival,22,1,Spring,4
Buena Vista Social Club,2025-04-13,Gerald Schoenfeld Theatre,"$958,864.65",,"-$2,095.75",$124.22,$297.00,"7,719","1,049",8,0,91.98%,-0.39%,Original,19,1,Spring,4
BOOP! The Musical,2025-04-13,Broadhurst Theatre,"$548,716.57",,"$150,676.97",$72.32,$297.00,"7,587","1,137",8,0,83.41%,-9.83%,Original,29,1,Spring,4
Aladdin,2025-04-13,New Amsterdam Theatre,"$1,425,351.00",,"$157,350.80",$107.49,$225.50,"13,260","1,727",8,0,95.98%,2.07%,Original,23,1,Spring,4
& Juliet,2025-04-13,Stephen Sondheim Theatre,"$906,526.70",,"-$30,222.50",$116.97,$324.00,"7,750","1,026",8,0,94.42%,-1.90%,Original,22,1,Spring,4
Wicked,2025-04-06,Gershwin Theatre,"$2,476,681.00",,"-$85,147.00",$160.74,$352.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Spring,4
The Picture of Dorian Gray,2025-04-06,Music Box Theatre,"$1,218,500.88",,"$199,986.88",$173.92,$497.00,"7,006",995,7,0,100.59%,0.02%,Play,17,1,Spring,4
The Outsiders,2025-04-06,Bernard B. Jacobs Theatre,"$1,350,835.74",,"-$109,160.51",$162.34,$497.00,"8,321","1,024",8,0,101.57%,-0.87%,Original,31,1,Spring,4
The Lion King,2025-04-06,Minskoff Theatre,"$1,986,213.25",,"-$128,283.25",$151.50,$237.00,"13,110","1,696",8,0,96.62%,-1.24%,Original,32,1,Spring,4
The Last Five Years,2025-04-06,Hudson Theatre,"$713,999.65",,"-$127,681.95",$94.73,$425.00,"7,537",968,1,7,97.33%,-2.02%,One Act,3,1,Spring,4
The Great Gatsby,2025-04-06,Broadway Theatre,"$1,069,645.72",,"-$144,715.77",$96.80,$524.00,"11,050","1,485",8,0,93.01%,-5.38%,Original,7,1,Spring,4
The Book of Mormon,2025-04-06,Eugene O'Neill Theatre,"$825,334.20",,"-$122,297.56",$107.09,$0.00,"7,707","1,066",8,0,90.37%,-4.59%,Original,36,1,Spring,4
Sunset Boulevard,2025-04-06,St. James Theatre,"$1,012,545.60",,"-$85,354.20",$100.16,$0.00,"10,109","1,606",8,0,78.67%,-3.35%,Revival,24,1,Spring,4
Stranger Things: The First Shadow,2025-04-06,Marquis Theatre,"$676,923.48",,"$243,198.48",$110.03,$271.00,"6,152","1,594",0,4,96.49%,-3.51%,Original,20,1,Spring,4
Stephen Sondheim's Old Friends,2025-04-06,Samuel J. Friedman Theatre,"$523,081.70",,"-$114,854.30",$117.20,$400.00,"4,463",643,0,7,99.16%,-0.42%,Original,4,1,Spring,4
Smash,2025-04-06,Imperial Theatre,"$892,618.16",,"-$73,239.30",$88.82,$295.00,"10,050","1,411",0,8,89.03%,1.72%,Original,10,1,Spring,4
SIX: The Musical,2025-04-06,Lena Horne Theatre,"$786,502.30",,"-$85,319.70",$111.70,$269.00,"7,041","1,031",8,0,85.37%,-6.48%,One Act,28,1,Spring,4
Redwood,2025-04-06,Nederlander Theatre,"$730,370.76",,"-$125,748.96",$99.97,$374.00,"7,306","1,153",8,0,79.21%,-9.95%,One Act,3,1,Spring,4
Real Women Have Curves,2025-04-06,James Earl Jones Theatre,"$371,494.64",,$0.00,$56.59,$275.00,"6,565","1,055",0,8,77.78%,0.00%,Original,11,1,Spring,4
Purpose,2025-04-06,Helen Hayes Theater,"$404,466.00",,"$9,289.00",$96.03,$280.00,"4,212",581,8,0,90.62%,-5.38%,Original,19,1,Spring,4
Pirates! The Penzance Musical,2025-04-06,Todd Haimes Theatre,"$222,956.80",,$0.00,$102.23,$307.00,"2,181",727,0,3,100.00%,0.00%,Revival,13,1,Spring,4
Othello,2025-04-06,Ethel Barrymore Theatre,"$3,179,908.12",,"$19,823.62",$382.94,$897.00,"8,304","1,043",8,0,99.52%,-0.48%,Revival,3,1,Spring,4
Operation Mincemeat,2025-04-06,John Golden Theatre,"$773,866.42",,"-$69,153.78",$125.55,$325.00,"6,164",790,8,0,97.53%,-1.71%,Musical,17,1,Spring,4
"Oh, Mary!",2025-04-06,Lyceum Theatre,"$1,164,380.50",,"$39,859.82",$162.62,$375.00,"7,160",895,8,0,100.00%,1.68%,Comedy,9,1,Spring,4
Moulin Rouge! The Musical,2025-04-06,Al Hirschfeld Theatre,"$1,055,306.25",,"-$135,045.25",$114.51,$0.00,"9,216","1,300",8,0,88.62%,-6.98%,Original,24,1,Spring,4
MJ The Musical,2025-04-06,Neil Simon Theatre,"$1,170,491.20",,"-$81,214.80",$121.27,$329.00,"9,652","1,387",8,0,86.99%,0.68%,Original,30,1,Spring,4
Maybe Happy Ending,2025-04-06,Belasco Theatre,"$910,846.55",,"$162,085.64",$120.85,$295.00,"7,537",973,8,0,96.83%,0.47%,One Act,34,1,Spring,4
Just in Time,2025-04-06,Circle in the Square Theatre,"$901,972.50",,$0.00,$191.83,$474.50,"4,702",670,0,7,100.26%,0.00%,Original,25,1,Spring,4
John Proctor is the Villain,2025-04-06,Booth Theatre,"$370,701.33",,"-$9,256.82",$59.67,$267.00,"6,213",772,0,8,100.60%,-0.36%,One Act,15,1,Spring,4
Hell's Kitchen,2025-04-06,Sam S. Shubert Theatre,"$951,433.16",,"-$189,810.13",$105.24,$297.00,"9,041","1,457",8,0,77.57%,-9.86%,Original,26,1,Spring,4
Harry Potter and the Cursed Child,2025-04-06,Lyric Theatre,"$985,547.85",,"-$152,938.70",$94.48,$208.00,"10,431","1,622",8,0,80.39%,-12.20%,Original,33,1,Spring,4
Hamilton,2025-04-06,Richard Rodgers Theatre,"$1,965,794.00",,"-$157,485.00",$189.20,$349.00,"10,390","1,324",8,0,98.09%,-2.76%,Original,46,1,Spring,4
Hadestown,2025-04-06,Walter Kerr Theatre,"$804,682.00",,"-$129,348.50",$111.27,$0.00,"7,232",918,8,0,98.47%,-1.91%,Original,39,1,Spring,4
Gypsy,2025-04-06,Majestic Theatre,"$1,161,929.40",,"-$224,547.22",$127.78,$397.00,"9,093","1,590",8,0,71.49%,-14.25%,Revival,19,1,Spring,4
"Good Night, and Good Luck",2025-04-06,Winter Garden Theatre,"$3,135,536.00",,"-$147,145.50",$250.68,$825.00,"12,508","1,537",5,3,101.72%,0.15%,One Act,10,1,Spring,4
Glengarry Glen Ross,2025-04-06,Palace Theatre,"$1,789,575.00",,"-$311,088.00",$170.27,$699.00,"10,510","1,306",8,0,100.59%,0.06%,Drama,5,1,Spring,4
Floyd Collins,2025-04-06,Vivian Beaumont Theater,"$509,731.00",,"$159,594.00",$85.54,$277.00,"5,959","1,057",0,7,80.54%,-19.46%,Revival,14,1,Spring,4
Death Becomes Her,2025-04-06,Lunt-Fontanne Theatre,"$1,086,788.35",,"-$121,930.85",$98.45,$275.00,"11,039","1,491",8,0,92.55%,-2.08%,Musical,33,1,Spring,4
Chicago,2025-04-06,Ambassador Theatre,"$593,179.31",,"-$65,589.46",$98.52,$237.00,"6,021","1,080",8,0,69.69%,-8.45%,Revival,25,1,Spring,4
Cabaret,2025-04-06,August Wilson Theatre,"$1,023,540.60",,"-$498,395.00",$136.16,$0.00,"7,517","1,070",8,0,87.82%,-11.88%,Revival,22,1,Spring,4
Buena Vista Social Club,2025-04-06,Gerald Schoenfeld Theatre,"$960,960.40",,"-$9,644.95",$123.96,$297.00,"7,752","1,049",8,0,92.37%,-5.23%,Original,19,1,Spring,4
BOOP! The Musical,2025-04-06,Broadhurst Theatre,"$398,039.60",,"-$145,852.50",$53.64,$297.00,"7,421","1,137",1,6,93.24%,1.39%,Original,29,1,Spring,4
Aladdin,2025-04-06,New Amsterdam Theatre,"$1,268,000.20",,"-$87,477.20",$97.73,$189.50,"12,974","1,727",8,0,93.91%,-2.37%,Original,23,1,Spring,4
& Juliet,2025-04-06,Stephen Sondheim Theatre,"$936,749.20",,"-$70,678.80",$118.49,$324.00,"7,906","1,026",8,0,96.32%,-2.85%,Original,22,1,Spring,4
Wicked,2025-03-30,Gershwin Theatre,"$2,561,828.00",,"$16,547.00",$166.27,$352.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Spring,3
The Picture of Dorian Gray,2025-03-30,Music Box Theatre,"$1,018,514.00",,"-$124,796.00",$169.64,$497.00,"6,004",995,4,2,100.57%,0.54%,Play,17,1,Spring,3
The Outsiders,2025-03-30,Bernard B. Jacobs Theatre,"$1,459,996.25",,"$31,188.43",$173.97,$497.00,"8,392","1,024",8,0,102.44%,0.10%,Original,31,1,Spring,3
The Lion King,2025-03-30,Minskoff Theatre,"$2,114,496.50",,"$55,497.00",$159.25,$249.00,"13,278","1,696",8,0,97.86%,-0.01%,Original,32,1,Spring,3
The Last Five Years,2025-03-30,Hudson Theatre,"$841,681.60",,"$110,146.50",$125.03,$425.00,"6,732",968,0,7,99.35%,-0.65%,One Act,3,1,Spring,3
The Great Gatsby,2025-03-30,Broadway Theatre,"$1,214,361.49",,"-$25,739.92",$103.89,$474.00,"11,689","1,485",8,0,98.39%,-0.76%,Original,7,1,Spring,3
The Book of Mormon,2025-03-30,Eugene O'Neill Theatre,"$947,631.76",,"-$49,240.57",$117.02,$0.00,"8,098","1,066",8,0,94.96%,-2.99%,Original,36,1,Spring,3
Sunset Boulevard,2025-03-30,St. James Theatre,"$1,097,899.80",,"$12,984.18",$104.17,$0.00,"10,539","1,606",8,0,82.02%,-0.27%,Revival,24,1,Spring,3
Stranger Things: The First Shadow,2025-03-30,Marquis Theatre,"$433,725.00",,$0.00,$136.05,$271.00,"3,188","1,594",0,2,100.00%,0.00%,Original,20,1,Spring,3
Stephen Sondheim's Old Friends,2025-03-30,Samuel J. Friedman Theatre,"$637,936.00",,$0.00,$142.33,$299.00,"4,482",643,0,7,99.58%,0.00%,Original,4,1,Spring,3
Smash,2025-03-30,Imperial Theatre,"$965,857.46",,"$104,859.26",$98.01,$295.00,"9,855","1,411",0,8,87.31%,-8.33%,Original,10,1,Spring,3
SIX: The Musical,2025-03-30,Lena Horne Theatre,"$871,822.00",,"-$54,160.60",$115.08,$269.00,"7,576","1,031",8,0,91.85%,-2.60%,One Act,28,1,Spring,3
Redwood,2025-03-30,Nederlander Theatre,"$856,119.72",,"-$37,291.03",$104.10,$374.00,"8,224","1,153",8,0,89.16%,-3.09%,One Act,3,1,Spring,3
Purpose,2025-03-30,Helen Hayes Theater,"$395,177.00",,"$64,219.25",$88.56,$280.00,"4,462",581,8,0,96.00%,0.67%,Original,19,1,Spring,3
Othello,2025-03-30,Ethel Barrymore Theatre,"$3,160,084.50",,"$630,600.50",$378.73,$897.00,"8,344","1,043",8,0,100.00%,0.00%,Revival,3,1,Spring,3
Operation Mincemeat,2025-03-30,John Golden Theatre,"$843,020.20",,"$126,528.80",$134.41,$325.00,"6,272",790,8,0,99.24%,-0.76%,Musical,17,1,Spring,3
"Oh, Mary!",2025-03-30,Lyceum Theatre,"$1,124,520.68",,"-$3,242.34",$159.73,$375.00,"7,040",895,8,0,98.32%,-1.68%,Comedy,9,1,Spring,3
Moulin Rouge! The Musical,2025-03-30,Al Hirschfeld Theatre,"$1,190,351.50",,"$119,608.30",$119.73,$0.00,"9,942","1,300",8,0,95.60%,0.21%,Original,24,1,Spring,3
MJ The Musical,2025-03-30,Neil Simon Theatre,"$1,251,706.00",,"-$55,299.00",$130.70,$329.00,"9,577","1,387",8,0,86.31%,-1.19%,Original,30,1,Spring,3
Maybe Happy Ending,2025-03-30,Belasco Theatre,"$748,760.91",,"-$98,739.63",$99.82,$295.00,"7,501",973,8,0,96.36%,-1.83%,One Act,34,1,Spring,3
John Proctor is the Villain,2025-03-30,Booth Theatre,"$379,958.15",,"$189,091.05",$69.64,$267.00,"5,456",772,0,7,100.96%,0.01%,One Act,15,1,Spring,3
Hell's Kitchen,2025-03-30,Sam S. Shubert Theatre,"$1,141,243.29",,"$27,336.21",$111.99,$297.00,"10,191","1,457",8,0,87.43%,-1.50%,Original,26,1,Spring,3
Harry Potter and the Cursed Child,2025-03-30,Lyric Theatre,"$1,138,486.55",,"-$22,987.00",$94.76,$208.00,"12,014","1,622",8,0,92.59%,-0.92%,Original,33,1,Spring,3
Hamilton,2025-03-30,Richard Rodgers Theatre,"$2,123,279.00",,"$50,628.00",$198.77,$349.00,"10,682","1,324",8,0,100.85%,-0.13%,Original,46,1,Spring,3
Hadestown,2025-03-30,Walter Kerr Theatre,"$934,030.50",,$860.00,$126.70,$0.00,"7,372",918,8,0,100.38%,0.07%,Original,39,1,Spring,3
Gypsy,2025-03-30,Majestic Theatre,"$1,386,476.62",,"-$7,559.08",$127.13,$397.00,"10,906","1,590",8,0,85.74%,-3.70%,Revival,19,1,Spring,3
"Good Night, and Good Luck",2025-03-30,Winter Garden Theatre,"$3,282,681.50",,"-$22,558.00",$298.83,$775.00,"10,985","1,545",0,7,101.57%,0.40%,One Act,10,1,Spring,3
Glengarry Glen Ross,2025-03-30,Palace Theatre,"$2,100,663.00",,"-$47,626.00",$200.01,$799.00,"10,503","1,306",0,8,100.53%,-0.06%,Drama,5,1,Spring,3
Floyd Collins,2025-03-30,Vivian Beaumont Theater,"$350,137.00",,$0.00,$110.42,$277.00,"3,171","1,057",0,3,100.00%,0.00%,Revival,14,1,Spring,3
Death Becomes Her,2025-03-30,Lunt-Fontanne Theatre,"$1,208,719.20",,"-$15,662.70",$107.08,$299.00,"11,288","1,491",8,0,94.63%,-2.31%,Musical,33,1,Spring,3
Chicago,2025-03-30,Ambassador Theatre,"$658,768.77",,"-$46,201.82",$97.58,$237.00,"6,751","1,080",8,0,78.14%,-3.23%,Revival,25,1,Spring,3
Cabaret,2025-03-30,August Wilson Theatre,"$1,521,935.60",,"$194,863.20",$178.34,$0.00,"8,534","1,070",8,0,99.70%,1.48%,Revival,22,1,Spring,3
Buena Vista Social Club,2025-03-30,Gerald Schoenfeld Theatre,"$970,605.35",,"$79,150.10",$118.50,$297.00,"8,191","1,049",8,0,97.60%,-1.74%,Original,19,1,Spring,3
BOOP! The Musical,2025-03-30,Broadhurst Theatre,"$543,892.10",,"$13,815.60",$74.40,$297.00,"7,310","1,137",0,7,91.85%,-3.05%,Original,29,1,Spring,3
Aladdin,2025-03-30,New Amsterdam Theatre,"$1,355,477.40",,"$24,069.60",$101.90,$189.50,"13,302","1,727",8,0,96.28%,-1.02%,Original,23,1,Spring,3
& Juliet,2025-03-30,Stephen Sondheim Theatre,"$1,007,428.00",,"-$30,347.60",$123.76,$324.00,"8,140","1,026",8,0,99.17%,-0.73%,Original,22,1,Spring,3
Wicked,2025-03-23,Gershwin Theatre,"$2,545,281.00",,"$55,101.00",$165.19,$352.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Spring,3
The Picture of Dorian Gray,2025-03-23,Music Box Theatre,"$1,143,310.00",,"$294,406.00",$164.10,$497.00,"6,967",995,0,7,100.03%,0.03%,Play,17,1,Spring,3
The Outsiders,2025-03-23,Bernard B. Jacobs Theatre,"$1,428,807.82",,"-$72,087.02",$170.42,$497.00,"8,384","1,024",8,0,102.34%,0.03%,Original,31,1,Spring,3
The Lion King,2025-03-23,Minskoff Theatre,"$2,058,999.50",,"$64,471.25",$155.06,$249.00,"13,279","1,696",8,0,97.87%,1.09%,Original,32,1,Spring,3
The Last Five Years,2025-03-23,Hudson Theatre,"$731,535.10",,$0.00,$151.14,$425.00,"4,840",968,0,5,100.00%,0.00%,One Act,3,1,Spring,3
The Great Gatsby,2025-03-23,Broadway Theatre,"$1,240,101.41",,"-$19,943.53",$105.28,$424.00,"11,779","1,485",8,0,99.15%,0.22%,Original,7,1,Spring,3
The Book of Mormon,2025-03-23,Eugene O'Neill Theatre,"$996,872.33",,"$51,859.93",$119.34,$0.00,"8,353","1,066",8,0,97.95%,3.84%,Original,36,1,Spring,3
Sunset Boulevard,2025-03-23,St. James Theatre,"$1,084,915.62",,"-$29,315.36",$102.60,$0.00,"10,574","1,606",8,0,82.29%,-4.28%,Revival,24,1,Spring,3
Smash,2025-03-23,Imperial Theatre,"$860,998.20",,"$145,366.90",$91.15,$295.00,"9,446","1,411",0,7,95.64%,0.25%,Original,10,1,Spring,3
SIX: The Musical,2025-03-23,Lena Horne Theatre,"$925,982.60",,"$38,228.35",$118.87,$269.00,"7,790","1,031",8,0,94.45%,-1.09%,One Act,28,1,Spring,3
Redwood,2025-03-23,Nederlander Theatre,"$893,410.75",,"$46,589.88",$105.00,$374.00,"8,509","1,153",8,0,92.25%,1.76%,One Act,3,1,Spring,3
Purpose,2025-03-23,Helen Hayes Theater,"$330,957.75",,"$71,939.25",$74.69,$280.00,"4,431",581,8,0,95.33%,-0.19%,Original,19,1,Spring,3
Othello,2025-03-23,Ethel Barrymore Theatre,"$2,529,484.00",,"-$295,009.18",$303.15,$897.00,"8,344","1,043",1,7,100.00%,0.00%,Revival,3,1,Spring,3
Operation Mincemeat,2025-03-23,John Golden Theatre,"$716,491.40",,"-$18,958.55",$113.37,$325.00,"6,320",790,5,3,100.00%,0.00%,Musical,17,1,Spring,3
"Oh, Mary!",2025-03-23,Lyceum Theatre,"$1,127,763.02",,"$327,277.20",$157.51,$375.00,"7,160",895,8,0,100.00%,3.77%,Comedy,9,1,Spring,3
Moulin Rouge! The Musical,2025-03-23,Al Hirschfeld Theatre,"$1,070,743.20",,"$72,984.10",$107.93,$0.00,"9,921","1,300",8,0,95.39%,0.58%,Original,24,1,Spring,3
MJ The Musical,2025-03-23,Neil Simon Theatre,"$1,307,005.00",,"$58,528.80",$134.62,$329.00,"9,709","1,387",8,0,87.50%,1.29%,Original,30,1,Spring,3
Maybe Happy Ending,2025-03-23,Belasco Theatre,"$847,500.54",,"-$57,731.01",$110.89,$295.00,"7,643",973,8,0,98.19%,-1.96%,One Act,34,1,Spring,3
John Proctor is the Villain,2025-03-23,Booth Theatre,"$190,867.10",,$0.00,$81.64,$267.00,"2,338",772,0,3,100.95%,0.00%,One Act,15,1,Spring,3
Hell's Kitchen,2025-03-23,Sam S. Shubert Theatre,"$1,113,907.08",,"$18,488.13",$107.46,$297.00,"10,366","1,457",8,0,88.93%,-0.24%,Original,26,1,Spring,3
Harry Potter and the Cursed Child,2025-03-23,Lyric Theatre,"$1,161,473.55",,"$135,919.70",$95.72,$208.00,"12,134","1,622",8,0,93.51%,7.16%,Original,33,1,Spring,3
Hamilton,2025-03-23,Richard Rodgers Theatre,"$2,072,651.00",,"$63,608.00",$193.78,$375.00,"10,696","1,324",8,0,100.98%,0.03%,Original,46,1,Spring,3
Hadestown,2025-03-23,Walter Kerr Theatre,"$933,170.50",,"$56,317.50",$126.67,$0.00,"7,367",918,8,0,100.31%,-0.04%,Original,39,1,Spring,3
Gypsy,2025-03-23,Majestic Theatre,"$1,394,035.70",,"$233,759.88",$122.53,$397.00,"11,377","1,590",8,0,89.44%,5.55%,Revival,19,1,Spring,3
"Good Night, and Good Luck",2025-03-23,Winter Garden Theatre,"$3,305,239.50",,"$946,351.50",$302.07,$775.00,"10,942","1,545",0,7,101.17%,0.64%,One Act,10,1,Spring,3
Glengarry Glen Ross,2025-03-23,Palace Theatre,"$2,148,289.00",,"$240,822.00",$204.40,$799.00,"10,510","1,306",0,8,100.59%,-0.01%,Drama,5,1,Spring,3
Death Becomes Her,2025-03-23,Lunt-Fontanne Theatre,"$1,224,381.90",,"$86,261.55",$105.89,$299.00,"11,563","1,491",8,0,96.94%,0.24%,Musical,33,1,Spring,3
Chicago,2025-03-23,Ambassador Theatre,"$704,970.59",,"$30,281.15",$100.28,$237.00,"7,030","1,080",8,0,81.37%,0.28%,Revival,25,1,Spring,3
Cabaret,2025-03-23,August Wilson Theatre,"$1,327,072.40",,"$135,776.90",$157.83,$0.00,"8,408","1,070",8,0,98.22%,5.18%,Revival,22,1,Spring,3
Buena Vista Social Club,2025-03-23,Gerald Schoenfeld Theatre,"$891,455.25",,"$95,642.80",$106.93,$297.00,"8,337","1,049",7,1,99.34%,-0.31%,Original,19,1,Spring,3
BOOP! The Musical,2025-03-23,Broadhurst Theatre,"$530,076.50",,"$126,420.70",$70.18,$297.00,"7,553","1,137",0,7,94.90%,-1.95%,Original,29,1,Spring,3
Aladdin,2025-03-23,New Amsterdam Theatre,"$1,331,407.80",,"$18,971.00",$99.04,$199.50,"13,443","1,727",8,0,97.30%,0.51%,Original,23,1,Spring,3
& Juliet,2025-03-23,Stephen Sondheim Theatre,"$1,037,775.60",,"-$97,694.50",$126.56,$324.00,"8,200","1,026",8,0,99.90%,-0.36%,Original,22,1,Spring,3
Wicked,2025-03-16,Gershwin Theatre,"$2,490,180.00",,"$54,549.00",$161.62,$352.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Spring,3
The Picture of Dorian Gray,2025-03-16,Music Box Theatre,"$848,904.00",,$0.00,$143.93,$497.00,"5,898",983,0,6,100.00%,0.00%,Play,17,1,Spring,3
The Outsiders,2025-03-16,Bernard B. Jacobs Theatre,"$1,500,894.84",,"$194,412.89",$179.08,$497.00,"8,381","1,024",8,0,102.31%,0.56%,Original,31,1,Spring,3
The Lion King,2025-03-16,Minskoff Theatre,"$1,994,528.25",,"$450,971.15",$151.89,$299.00,"13,131","1,696",8,0,96.78%,-0.53%,Original,32,1,Spring,3
The Great Gatsby,2025-03-16,Broadway Theatre,"$1,260,044.94",,"$203,147.73",$107.21,$474.00,"11,753","1,485",8,0,98.93%,7.16%,Original,7,1,Spring,3
The Book of Mormon,2025-03-16,Eugene O'Neill Theatre,"$945,012.40",,"$109,334.95",$117.74,$0.00,"8,026","1,066",8,0,94.11%,-0.59%,Original,36,1,Spring,3
Sunset Boulevard,2025-03-16,St. James Theatre,"$1,114,230.98",,"$88,007.98",$97.63,$0.00,"11,413","1,648",8,0,86.57%,1.20%,Revival,24,1,Spring,3
Smash,2025-03-16,Imperial Theatre,"$715,631.30",,$0.00,$106.33,$295.00,"6,730","1,411",0,5,95.39%,0.00%,Original,10,1,Spring,3
SIX: The Musical,2025-03-16,Lena Horne Theatre,"$887,754.25",,"$168,547.92",$112.66,$269.00,"7,880","1,031",8,0,95.54%,10.57%,One Act,28,1,Spring,3
Redwood,2025-03-16,Nederlander Theatre,"$846,820.87",,"$13,795.77",$101.45,$374.00,"8,347","1,153",8,0,90.49%,5.73%,One Act,3,1,Spring,3
Purpose,2025-03-16,Helen Hayes Theater,"$259,018.50",,"-$69,733.25",$66.67,$280.00,"3,885",581,0,7,95.52%,1.69%,Original,19,1,Spring,3
Othello,2025-03-16,Ethel Barrymore Theatre,"$2,824,493.18",,"$6,196.18",$338.83,$897.00,"8,336","1,042",0,8,100.00%,0.00%,Revival,3,1,Spring,3
Operation Mincemeat,2025-03-16,John Golden Theatre,"$735,449.95",,"$128,798.34",$116.37,$475.00,"6,320",790,0,8,100.00%,0.00%,Musical,17,1,Spring,3
"Oh, Mary!",2025-03-16,Lyceum Theatre,"$800,485.82",,"$71,052.92",$116.18,$331.00,"6,890",895,8,0,96.23%,1.13%,Comedy,9,1,Spring,3
Moulin Rouge! The Musical,2025-03-16,Al Hirschfeld Theatre,"$997,759.10",,"$146,678.99",$101.19,$0.00,"9,860","1,300",8,0,94.81%,2.54%,Original,24,1,Spring,3
MJ The Musical,2025-03-16,Neil Simon Theatre,"$1,248,476.20",,"$45,617.50",$130.51,$329.00,"9,566","1,387",8,0,86.21%,-2.67%,Original,30,1,Spring,3
Maybe Happy Ending,2025-03-16,Belasco Theatre,"$905,231.55",,"$94,447.65",$116.11,$295.00,"7,796",973,8,0,100.15%,6.01%,One Act,34,1,Spring,3
Hell's Kitchen,2025-03-16,Sam S. Shubert Theatre,"$1,095,418.95",,"$119,391.55",$105.39,$297.00,"10,394","1,457",8,0,89.17%,4.72%,Original,26,1,Spring,3
Harry Potter and the Cursed Child,2025-03-16,Lyric Theatre,"$1,025,553.85",,"$67,083.40",$91.53,$208.00,"11,205","1,622",8,0,86.35%,-1.09%,Original,33,1,Spring,3
Hamilton,2025-03-16,Richard Rodgers Theatre,"$2,009,043.00",,"$325,462.70",$187.88,$349.00,"10,693","1,324",8,0,100.95%,0.36%,Original,46,1,Spring,3
Hadestown,2025-03-16,Walter Kerr Theatre,"$876,853.00",,"$148,878.00",$118.98,$0.00,"7,370",918,8,0,100.35%,4.45%,Original,39,1,Spring,3
Gypsy,2025-03-16,Majestic Theatre,"$1,160,275.82",,"-$88,550.78",$124.27,$397.00,"9,337","1,590",7,0,83.89%,4.86%,Revival,19,1,Spring,3
"Good Night, and Good Luck",2025-03-16,Winter Garden Theatre,"$2,358,888.00",,$0.00,$303.75,$775.00,"7,766","1,545",0,5,100.53%,0.00%,One Act,10,1,Spring,3
Glengarry Glen Ross,2025-03-16,Palace Theatre,"$1,907,467.00",,$0.00,$207.40,$799.00,"9,197","1,306",0,7,100.60%,0.00%,Drama,5,1,Spring,3
Death Becomes Her,2025-03-16,Lunt-Fontanne Theatre,"$1,138,120.35",,"$60,845.65",$98.68,$299.00,"11,534","1,491",8,0,96.70%,2.02%,Musical,33,1,Spring,3
Chicago,2025-03-16,Ambassador Theatre,"$674,689.44",,"$132,540.37",$96.30,$237.00,"7,006","1,080",8,0,81.09%,11.89%,Revival,25,1,Spring,3
Cabaret,2025-03-16,August Wilson Theatre,"$1,191,295.50",,"$129,725.40",$149.59,$0.00,"7,964","1,070",8,0,93.04%,1.21%,Revival,22,1,Spring,3
Buena Vista Social Club,2025-03-16,Gerald Schoenfeld Theatre,"$795,812.45",,"$22,459.35",$95.16,$297.00,"8,363","1,049",0,8,99.65%,6.75%,Original,19,1,Spring,3
BOOP! The Musical,2025-03-16,Broadhurst Theatre,"$403,655.80",,$0.00,$73.31,$297.00,"5,506","1,137",0,5,96.85%,0.00%,Original,29,1,Spring,3
Aladdin,2025-03-16,New Amsterdam Theatre,"$1,312,436.80",,"$129,219.30",$98.15,$199.50,"13,372","1,727",8,0,96.79%,1.62%,Original,23,1,Spring,3
& Juliet,2025-03-16,Stephen Sondheim Theatre,"$1,135,470.10",,"$144,114.50",$137.98,$378.00,"8,229","1,026",8,0,100.26%,4.15%,Original,22,1,Spring,3
Wicked,2025-03-09,Gershwin Theatre,"$2,435,631.00",,"$67,183.00",$158.08,$352.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Spring,3
The Outsiders,2025-03-09,Bernard B. Jacobs Theatre,"$1,306,481.95",,"$22,763.20",$156.75,$497.00,"8,335","1,024",8,0,101.75%,0.66%,Original,31,1,Spring,3
The Lion King,2025-03-09,Minskoff Theatre,"$1,543,557.10",,"$15,635.75",$116.91,$267.00,"13,203","1,696",8,0,97.31%,4.85%,Original,32,1,Spring,3
The Great Gatsby,2025-03-09,Broadway Theatre,"$1,056,897.21",,"$159,421.66",$96.95,$277.00,"10,902","1,485",8,0,91.77%,10.93%,Original,7,1,Spring,3
